Campaign_ID,Company,Campaign_Type,Target_Audience,Duration,Channel_Used,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
300537,DataSphere,Display,Men 25-34,30 days,Email,0.04,"$18,369.73 ",2.9,Los Angeles,French,924,2782,9,Health & Wellness,2/7/2021
300538,NextWave Technologies,Influencer,Women 25-34,15 days,Facebook,0.08,"$9,836.83 ",5.63,New York,French,577,3833,5,Fashionistas,2/8/2021
300539,BluePeak Media,Social Media,Women 35-44,30 days,Website,0.05,"$15,743.74 ",3.98,New York,French,509,3060,2,Tech Enthusiasts,2/9/2021
300540,NextWave Technologies,Influencer,All Ages,60 days,Email,0.05,"$12,158.53 ",4.25,Chicago,Mandarin,668,6966,8,Foodies,2/10/2021
300541,DataSphere,Display,Men 25-34,60 days,Email,0.13,"$19,309.29 ",6.36,New York,Mandarin,635,8703,4,Tech Enthusiasts,2/1/2021
300542,VisionCraft,Display,Men 18-24,30 days,Google Ads,0.07,"$15,161.02 ",6.58,Los Angeles,Mandarin,638,3431,9,Tech Enthusiasts,2/2/2021
300543,DataSphere,Search,Men 25-34,45 days,Email,0.06,"$15,966.58 ",6.52,Houston,Spanish,625,7672,9,Health & Wellness,2/3/2021
300544,InnovaHub,Search,Men 25-34,15 days,Instagram,0.05,"$18,417.22 ",4.38,Los Angeles,German,794,8813,8,Outdoor Adventurers,2/4/2021
300545,Apex Digital,Email,Women 25-34,15 days,Website,0.06,"$18,183.69 ",2.51,Miami,German,956,6707,8,Outdoor Adventurers,2/5/2021
300546,DataSphere,Influencer,Women 25-34,45 days,Website,0.12,"$5,010.23 ",4.14,Houston,English,462,2119,4,Foodies,2/6/2021
300547,DataSphere,Display,Men 25-34,30 days,Email,0.04,"$18,369.73 ",2.9,Los Angeles,French,924,2782,9,Health & Wellness,2/7/2021
300548,NextWave Technologies,Influencer,Women 25-34,15 days,Facebook,0.08,"$9,836.83 ",5.63,New York,French,577,3833,5,Fashionistas,2/8/2021
300549,BluePeak Media,Social Media,Women 35-44,30 days,Website,0.05,"$15,743.74 ",3.98,New York,French,509,3060,2,Tech Enthusiasts,2/9/2021
300550,NextWave Technologies,Influencer,All Ages,60 days,Email,0.05,"$12,158.53 ",4.25,Chicago,Mandarin,668,6966,8,Foodies,2/10/2021
300551,DataSphere,Display,Men 25-34,60 days,Email,0.13,"$19,309.29 ",6.36,New York,Mandarin,635,8703,4,Tech Enthusiasts,2/1/2021
300552,VisionCraft,Display,Men 18-24,30 days,Google Ads,0.07,"$15,161.02 ",6.58,Los Angeles,Mandarin,638,3431,9,Tech Enthusiasts,2/2/2021
300553,DataSphere,Search,Men 25-34,45 days,Email,0.06,"$15,966.58 ",6.52,Houston,Spanish,625,7672,9,Health & Wellness,2/3/2021
300554,InnovaHub,Search,Men 25-34,15 days,Instagram,0.05,"$18,417.22 ",4.38,Los Angeles,German,794,8813,8,Outdoor Adventurers,2/4/2021
300555,Apex Digital,Email,Women 25-34,15 days,Website,0.06,"$18,183.69 ",2.51,Miami,German,956,6707,8,Outdoor Adventurers,2/5/2021
300556,DataSphere,Influencer,Women 25-34,45 days,Website,0.12,"$5,010.23 ",4.14,Houston,English,462,2119,4,Foodies,2/6/2021
300557,DataSphere,Display,Men 25-34,30 days,Email,0.04,"$18,369.73 ",2.9,Los Angeles,French,924,2782,9,Health & Wellness,2/7/2021
300558,NextWave Technologies,Influencer,Women 25-34,15 days,Facebook,0.08,"$9,836.83 ",5.63,New York,French,577,3833,5,Fashionistas,2/8/2021
300559,BluePeak Media,Social Media,Women 35-44,30 days,Website,0.05,"$15,743.74 ",3.98,New York,French,509,3060,2,Tech Enthusiasts,2/9/2021
300560,NextWave Technologies,Influencer,All Ages,60 days,Email,0.05,"$12,158.53 ",4.25,Chicago,Mandarin,668,6966,8,Foodies,2/10/2021
300561,DataSphere,Display,Men 25-34,60 days,Email,0.13,"$19,309.29 ",6.36,New York,Mandarin,635,8703,4,Tech Enthusiasts,2/1/2021
300562,VisionCraft,Display,Men 18-24,30 days,Google Ads,0.07,"$15,161.02 ",6.58,Los Angeles,Mandarin,638,3431,9,Tech Enthusiasts,2/2/2021
300563,DataSphere,Search,Men 25-34,45 days,Email,0.06,"$15,966.58 ",6.52,Houston,Spanish,625,7672,9,Health & Wellness,2/3/2021
300564,InnovaHub,Search,Men 25-34,15 days,Instagram,0.05,"$18,417.22 ",4.38,Los Angeles,German,794,8813,8,Outdoor Adventurers,2/4/2021
300565,Apex Digital,Email,Women 25-34,15 days,Website,0.06,"$18,183.69 ",2.51,Miami,German,956,6707,8,Outdoor Adventurers,2/5/2021
300566,DataSphere,Influencer,Women 25-34,45 days,Website,0.12,"$5,010.23 ",4.14,Houston,English,462,2119,4,Foodies,2/6/2021
300567,DataSphere,Display,Men 25-34,30 days,Email,0.04,"$18,369.73 ",2.9,Los Angeles,French,924,2782,9,Health & Wellness,2/7/2021
300568,NextWave Technologies,Influencer,Women 25-34,15 days,Facebook,0.08,"$9,836.83 ",5.63,New York,French,577,3833,5,Fashionistas,2/8/2021
300569,BluePeak Media,Social Media,Women 35-44,30 days,Website,0.05,"$15,743.74 ",3.98,New York,French,509,3060,2,Tech Enthusiasts,2/9/2021
300570,NextWave Technologies,Influencer,All Ages,60 days,Email,0.05,"$12,158.53 ",4.25,Chicago,Mandarin,668,6966,8,Foodies,2/10/2021
300571,DataSphere,Display,Men 25-34,60 days,Email,0.13,"$19,309.29 ",6.36,New York,Mandarin,635,8703,4,Tech Enthusiasts,2/1/2021
300572,VisionCraft,Display,Men 18-24,30 days,Google Ads,0.07,"$15,161.02 ",6.58,Los Angeles,Mandarin,638,3431,9,Tech Enthusiasts,2/2/2021
300573,DataSphere,Search,Men 25-34,45 days,Email,0.06,"$15,966.58 ",6.52,Houston,Spanish,625,7672,9,Health & Wellness,2/3/2021
300574,InnovaHub,Search,Men 25-34,15 days,Instagram,0.05,"$18,417.22 ",4.38,Los Angeles,German,794,8813,8,Outdoor Adventurers,2/4/2021
300575,Apex Digital,Email,Women 25-34,15 days,Website,0.06,"$18,183.69 ",2.51,Miami,German,956,6707,8,Outdoor Adventurers,2/5/2021
300576,DataSphere,Influencer,Women 25-34,45 days,Website,0.12,"$5,010.23 ",4.14,Houston,English,462,2119,4,Foodies,2/6/2021
300577,DataSphere,Display,Men 25-34,30 days,Email,0.04,"$18,369.73 ",2.9,Los Angeles,French,924,2782,9,Health & Wellness,2/7/2021
300578,NextWave Technologies,Influencer,Women 25-34,15 days,Facebook,0.08,"$9,836.83 ",5.63,New York,French,577,3833,5,Fashionistas,2/8/2021
300579,BluePeak Media,Social Media,Women 35-44,30 days,Website,0.05,"$15,743.74 ",3.98,New York,French,509,3060,2,Tech Enthusiasts,2/9/2021
300580,NextWave Technologies,Influencer,All Ages,60 days,Email,0.05,"$12,158.53 ",4.25,Chicago,Mandarin,668,6966,8,Foodies,2/10/2021
300581,DataSphere,Display,Men 25-34,60 days,Email,0.13,"$19,309.29 ",6.36,New York,Mandarin,635,8703,4,Tech Enthusiasts,2/1/2021
300582,VisionCraft,Display,Men 18-24,30 days,Google Ads,0.07,"$15,161.02 ",6.58,Los Angeles,Mandarin,638,3431,9,Tech Enthusiasts,2/2/2021
300583,DataSphere,Search,Men 25-34,45 days,Email,0.06,"$15,966.58 ",6.52,Houston,Spanish,625,7672,9,Health & Wellness,2/3/2021
300584,InnovaHub,Search,Men 25-34,15 days,Instagram,0.05,"$18,417.22 ",4.38,Los Angeles,German,794,8813,8,Outdoor Adventurers,2/4/2021
300585,Apex Digital,Email,Women 25-34,15 days,Website,0.06,"$18,183.69 ",2.51,Miami,German,956,6707,8,Outdoor Adventurers,2/5/2021
300586,DataSphere,Influencer,Women 25-34,45 days,Website,0.12,"$5,010.23 ",4.14,Houston,English,462,2119,4,Foodies,2/6/2021
300587,DataSphere,Display,Men 25-34,30 days,Email,0.04,"$18,369.73 ",2.9,Los Angeles,French,924,2782,9,Health & Wellness,2/7/2021
300588,NextWave Technologies,Influencer,Women 25-34,15 days,Facebook,0.08,"$9,836.83 ",5.63,New York,French,577,3833,5,Fashionistas,2/8/2021
300589,BluePeak Media,Social Media,Women 35-44,30 days,Website,0.05,"$15,743.74 ",3.98,New York,French,509,3060,2,Tech Enthusiasts,2/9/2021
300590,NextWave Technologies,Influencer,All Ages,60 days,Email,0.05,"$12,158.53 ",4.25,Chicago,Mandarin,668,6966,8,Foodies,2/10/2021
300591,DataSphere,Display,Men 25-34,60 days,Email,0.13,"$19,309.29 ",6.36,New York,Mandarin,635,8703,4,Tech Enthusiasts,2/1/2021
300592,VisionCraft,Display,Men 18-24,30 days,Google Ads,0.07,"$15,161.02 ",6.58,Los Angeles,Mandarin,638,3431,9,Tech Enthusiasts,2/2/2021
300593,DataSphere,Search,Men 25-34,45 days,Email,0.06,"$15,966.58 ",6.52,Houston,Spanish,625,7672,9,Health & Wellness,2/3/2021
300594,InnovaHub,Search,Men 25-34,15 days,Instagram,0.05,"$18,417.22 ",4.38,Los Angeles,German,794,8813,8,Outdoor Adventurers,2/4/2021
300595,Apex Digital,Email,Women 25-34,15 days,Website,0.06,"$18,183.69 ",2.51,Miami,German,956,6707,8,Outdoor Adventurers,2/5/2021
300596,DataSphere,Influencer,Women 25-34,45 days,Website,0.12,"$5,010.23 ",4.14,Houston,English,462,2119,4,Foodies,2/6/2021
300597,DataSphere,Display,Men 25-34,30 days,Email,0.04,"$18,369.73 ",2.9,Los Angeles,French,924,2782,9,Health & Wellness,2/7/2021
300598,NextWave Technologies,Influencer,Women 25-34,15 days,Facebook,0.08,"$9,836.83 ",5.63,New York,French,577,3833,5,Fashionistas,2/8/2021
300599,BluePeak Media,Social Media,Women 35-44,30 days,Website,0.05,"$15,743.74 ",3.98,New York,French,509,3060,2,Tech Enthusiasts,2/9/2021
300600,NextWave Technologies,Influencer,All Ages,60 days,Email,0.05,"$12,158.53 ",4.25,Chicago,Mandarin,668,6966,8,Foodies,2/10/2021
300601,DataSphere,Display,Men 25-34,60 days,Email,0.13,"$19,309.29 ",6.36,New York,Mandarin,635,8703,4,Tech Enthusiasts,2/1/2021
300602,VisionCraft,Display,Men 18-24,30 days,Google Ads,0.07,"$15,161.02 ",6.58,Los Angeles,Mandarin,638,3431,9,Tech Enthusiasts,2/2/2021
300603,DataSphere,Search,Men 25-34,45 days,Email,0.06,"$15,966.58 ",6.52,Houston,Spanish,625,7672,9,Health & Wellness,2/3/2021
300604,InnovaHub,Search,Men 25-34,15 days,Instagram,0.05,"$18,417.22 ",4.38,Los Angeles,German,794,8813,8,Outdoor Adventurers,2/4/2021
300605,Apex Digital,Email,Women 25-34,15 days,Website,0.06,"$18,183.69 ",2.51,Miami,German,956,6707,8,Outdoor Adventurers,2/5/2021
300606,DataSphere,Influencer,Women 25-34,45 days,Website,0.12,"$5,010.23 ",4.14,Houston,English,462,2119,4,Foodies,2/6/2021
300607,DataSphere,Display,Men 25-34,30 days,Email,0.04,"$18,369.73 ",2.9,Los Angeles,French,924,2782,9,Health & Wellness,2/7/2021
300608,NextWave Technologies,Influencer,Women 25-34,15 days,Facebook,0.08,"$9,836.83 ",5.63,New York,French,577,3833,5,Fashionistas,2/8/2021
300609,BluePeak Media,Social Media,Women 35-44,30 days,Website,0.05,"$15,743.74 ",3.98,New York,French,509,3060,2,Tech Enthusiasts,2/9/2021
300610,NextWave Technologies,Influencer,All Ages,60 days,Email,0.05,"$12,158.53 ",4.25,Chicago,Mandarin,668,6966,8,Foodies,2/10/2021
300611,DataSphere,Display,Men 25-34,60 days,Email,0.13,"$19,309.29 ",6.36,New York,Mandarin,635,8703,4,Tech Enthusiasts,2/1/2021
300612,VisionCraft,Display,Men 18-24,30 days,Google Ads,0.07,"$15,161.02 ",6.58,Los Angeles,Mandarin,638,3431,9,Tech Enthusiasts,2/2/2021
300613,DataSphere,Search,Men 25-34,45 days,Email,0.06,"$15,966.58 ",6.52,Houston,Spanish,625,7672,9,Health & Wellness,2/3/2021
300614,InnovaHub,Search,Men 25-34,15 days,Instagram,0.05,"$18,417.22 ",4.38,Los Angeles,German,794,8813,8,Outdoor Adventurers,2/4/2021
300615,Apex Digital,Email,Women 25-34,15 days,Website,0.06,"$18,183.69 ",2.51,Miami,German,956,6707,8,Outdoor Adventurers,2/5/2021
300616,DataSphere,Influencer,Women 25-34,45 days,Website,0.12,"$5,010.23 ",4.14,Houston,English,462,2119,4,Foodies,2/6/2021
300617,DataSphere,Display,Men 25-34,30 days,Email,0.04,"$18,369.73 ",2.9,Los Angeles,French,924,2782,9,Health & Wellness,2/7/2021
300618,NextWave Technologies,Influencer,Women 25-34,15 days,Facebook,0.08,"$9,836.83 ",5.63,New York,French,577,3833,5,Fashionistas,2/8/2021
300619,BluePeak Media,Social Media,Women 35-44,30 days,Website,0.05,"$15,743.74 ",3.98,New York,French,509,3060,2,Tech Enthusiasts,2/9/2021
300620,NextWave Technologies,Influencer,All Ages,60 days,Email,0.05,"$12,158.53 ",4.25,Chicago,Mandarin,668,6966,8,Foodies,2/10/2021
300621,DataSphere,Display,Men 25-34,60 days,Email,0.13,"$19,309.29 ",6.36,New York,Mandarin,635,8703,4,Tech Enthusiasts,2/1/2021
300622,VisionCraft,Display,Men 18-24,30 days,Google Ads,0.07,"$15,161.02 ",6.58,Los Angeles,Mandarin,638,3431,9,Tech Enthusiasts,2/2/2021
300623,DataSphere,Search,Men 25-34,45 days,Email,0.06,"$15,966.58 ",6.52,Houston,Spanish,625,7672,9,Health & Wellness,2/3/2021
300624,InnovaHub,Search,Men 25-34,15 days,Instagram,0.05,"$18,417.22 ",4.38,Los Angeles,German,794,8813,8,Outdoor Adventurers,2/4/2021
300625,Apex Digital,Email,Women 25-34,15 days,Website,0.06,"$18,183.69 ",2.51,Miami,German,956,6707,8,Outdoor Adventurers,2/5/2021
300626,DataSphere,Influencer,Women 25-34,45 days,Website,0.12,"$5,010.23 ",4.14,Houston,English,462,2119,4,Foodies,2/6/2021
300627,DataSphere,Display,Men 25-34,30 days,Email,0.04,"$18,369.73 ",2.9,Los Angeles,French,924,2782,9,Health & Wellness,2/7/2021
300628,NextWave Technologies,Influencer,Women 25-34,15 days,Facebook,0.08,"$9,836.83 ",5.63,New York,French,577,3833,5,Fashionistas,2/8/2021
300629,BluePeak Media,Social Media,Women 35-44,30 days,Website,0.05,"$15,743.74 ",3.98,New York,French,509,3060,2,Tech Enthusiasts,2/9/2021
300630,NextWave Technologies,Influencer,All Ages,60 days,Email,0.05,"$12,158.53 ",4.25,Chicago,Mandarin,668,6966,8,Foodies,2/10/2021
300631,DataSphere,Display,Men 25-34,60 days,Email,0.13,"$19,309.29 ",6.36,New York,Mandarin,635,8703,4,Tech Enthusiasts,2/1/2021
300632,VisionCraft,Display,Men 18-24,30 days,Google Ads,0.07,"$15,161.02 ",6.58,Los Angeles,Mandarin,638,3431,9,Tech Enthusiasts,2/2/2021
300633,DataSphere,Search,Men 25-34,45 days,Email,0.06,"$15,966.58 ",6.52,Houston,Spanish,625,7672,9,Health & Wellness,2/3/2021
300634,InnovaHub,Search,Men 25-34,15 days,Instagram,0.05,"$18,417.22 ",4.38,Los Angeles,German,794,8813,8,Outdoor Adventurers,2/4/2021
300635,Apex Digital,Email,Women 25-34,15 days,Website,0.06,"$18,183.69 ",2.51,Miami,German,956,6707,8,Outdoor Adventurers,2/5/2021
300636,DataSphere,Influencer,Women 25-34,45 days,Website,0.12,"$5,010.23 ",4.14,Houston,English,462,2119,4,Foodies,2/6/2021
300637,DataSphere,Display,Men 25-34,30 days,Email,0.04,"$18,369.73 ",2.9,Los Angeles,French,924,2782,9,Health & Wellness,2/7/2021
300638,NextWave Technologies,Influencer,Women 25-34,15 days,Facebook,0.08,"$9,836.83 ",5.63,New York,French,577,3833,5,Fashionistas,2/8/2021
300639,BluePeak Media,Social Media,Women 35-44,30 days,Website,0.05,"$15,743.74 ",3.98,New York,French,509,3060,2,Tech Enthusiasts,2/9/2021
300640,NextWave Technologies,Influencer,All Ages,60 days,Email,0.05,"$12,158.53 ",4.25,Chicago,Mandarin,668,6966,8,Foodies,2/10/2021
300641,DataSphere,Display,Men 25-34,60 days,Email,0.13,"$19,309.29 ",6.36,New York,Mandarin,635,8703,4,Tech Enthusiasts,2/1/2021
300642,VisionCraft,Display,Men 18-24,30 days,Google Ads,0.07,"$15,161.02 ",6.58,Los Angeles,Mandarin,638,3431,9,Tech Enthusiasts,2/2/2021
300643,DataSphere,Search,Men 25-34,45 days,Email,0.06,"$15,966.58 ",6.52,Houston,Spanish,625,7672,9,Health & Wellness,2/3/2021
300644,InnovaHub,Search,Men 25-34,15 days,Instagram,0.05,"$18,417.22 ",4.38,Los Angeles,German,794,8813,8,Outdoor Adventurers,2/4/2021
300645,Apex Digital,Email,Women 25-34,15 days,Website,0.06,"$18,183.69 ",2.51,Miami,German,956,6707,8,Outdoor Adventurers,2/5/2021
300646,DataSphere,Influencer,Women 25-34,45 days,Website,0.12,"$5,010.23 ",4.14,Houston,English,462,2119,4,Foodies,2/6/2021
300647,DataSphere,Display,Men 25-34,30 days,Email,0.04,"$18,369.73 ",2.9,Los Angeles,French,924,2782,9,Health & Wellness,2/7/2021
300648,NextWave Technologies,Influencer,Women 25-34,15 days,Facebook,0.08,"$9,836.83 ",5.63,New York,French,577,3833,5,Fashionistas,2/8/2021
300649,BluePeak Media,Social Media,Women 35-44,30 days,Website,0.05,"$15,743.74 ",3.98,New York,French,509,3060,2,Tech Enthusiasts,2/9/2021
300650,NextWave Technologies,Influencer,All Ages,60 days,Email,0.05,"$12,158.53 ",4.25,Chicago,Mandarin,668,6966,8,Foodies,2/10/2021
300651,DataSphere,Display,Men 25-34,60 days,Email,0.13,"$19,309.29 ",6.36,New York,Mandarin,635,8703,4,Tech Enthusiasts,2/1/2021
300652,VisionCraft,Display,Men 18-24,30 days,Google Ads,0.07,"$15,161.02 ",6.58,Los Angeles,Mandarin,638,3431,9,Tech Enthusiasts,2/2/2021
300653,DataSphere,Search,Men 25-34,45 days,Email,0.06,"$15,966.58 ",6.52,Houston,Spanish,625,7672,9,Health & Wellness,2/3/2021
300654,InnovaHub,Search,Men 25-34,15 days,Instagram,0.05,"$18,417.22 ",4.38,Los Angeles,German,794,8813,8,Outdoor Adventurers,2/4/2021
300655,Apex Digital,Email,Women 25-34,15 days,Website,0.06,"$18,183.69 ",2.51,Miami,German,956,6707,8,Outdoor Adventurers,2/5/2021
300656,DataSphere,Influencer,Women 25-34,45 days,Website,0.12,"$5,010.23 ",4.14,Houston,English,462,2119,4,Foodies,2/6/2021
300657,DataSphere,Display,Men 25-34,30 days,Email,0.04,"$18,369.73 ",2.9,Los Angeles,French,924,2782,9,Health & Wellness,2/7/2021
300658,NextWave Technologies,Influencer,Women 25-34,15 days,Facebook,0.08,"$9,836.83 ",5.63,New York,French,577,3833,5,Fashionistas,2/8/2021
300659,BluePeak Media,Social Media,Women 35-44,30 days,Website,0.05,"$15,743.74 ",3.98,New York,French,509,3060,2,Tech Enthusiasts,2/9/2021
300660,NextWave Technologies,Influencer,All Ages,60 days,Email,0.05,"$12,158.53 ",4.25,Chicago,Mandarin,668,6966,8,Foodies,2/10/2021
300661,DataSphere,Display,Men 25-34,60 days,Email,0.13,"$19,309.29 ",6.36,New York,Mandarin,635,8703,4,Tech Enthusiasts,2/1/2021
300662,VisionCraft,Display,Men 18-24,30 days,Google Ads,0.07,"$15,161.02 ",6.58,Los Angeles,Mandarin,638,3431,9,Tech Enthusiasts,2/2/2021
300663,DataSphere,Search,Men 25-34,45 days,Email,0.06,"$15,966.58 ",6.52,Houston,Spanish,625,7672,9,Health & Wellness,2/3/2021
300664,InnovaHub,Search,Men 25-34,15 days,Instagram,0.05,"$18,417.22 ",4.38,Los Angeles,German,794,8813,8,Outdoor Adventurers,2/4/2021
300665,Apex Digital,Email,Women 25-34,15 days,Website,0.06,"$18,183.69 ",2.51,Miami,German,956,6707,8,Outdoor Adventurers,2/5/2021
300666,DataSphere,Influencer,Women 25-34,45 days,Website,0.12,"$5,010.23 ",4.14,Houston,English,462,2119,4,Foodies,2/6/2021
300667,DataSphere,Display,Men 25-34,30 days,Email,0.04,"$18,369.73 ",2.9,Los Angeles,French,924,2782,9,Health & Wellness,2/7/2021
300668,NextWave Technologies,Influencer,Women 25-34,15 days,Facebook,0.08,"$9,836.83 ",5.63,New York,French,577,3833,5,Fashionistas,2/8/2021
300669,BluePeak Media,Social Media,Women 35-44,30 days,Website,0.05,"$15,743.74 ",3.98,New York,French,509,3060,2,Tech Enthusiasts,2/9/2021
300670,NextWave Technologies,Influencer,All Ages,60 days,Email,0.05,"$12,158.53 ",4.25,Chicago,Mandarin,668,6966,8,Foodies,2/10/2021
300671,DataSphere,Display,Men 25-34,60 days,Email,0.13,"$19,309.29 ",6.36,New York,Mandarin,635,8703,4,Tech Enthusiasts,2/1/2021
300672,VisionCraft,Display,Men 18-24,30 days,Google Ads,0.07,"$15,161.02 ",6.58,Los Angeles,Mandarin,638,3431,9,Tech Enthusiasts,2/2/2021
300673,DataSphere,Search,Men 25-34,45 days,Email,0.06,"$15,966.58 ",6.52,Houston,Spanish,625,7672,9,Health & Wellness,2/3/2021
300674,InnovaHub,Search,Men 25-34,15 days,Instagram,0.05,"$18,417.22 ",4.38,Los Angeles,German,794,8813,8,Outdoor Adventurers,2/4/2021
300675,Apex Digital,Email,Women 25-34,15 days,Website,0.06,"$18,183.69 ",2.51,Miami,German,956,6707,8,Outdoor Adventurers,2/5/2021
300676,DataSphere,Influencer,Women 25-34,45 days,Website,0.12,"$5,010.23 ",4.14,Houston,English,462,2119,4,Foodies,2/6/2021
300677,DataSphere,Display,Men 25-34,30 days,Email,0.04,"$18,369.73 ",2.9,Los Angeles,French,924,2782,9,Health & Wellness,2/7/2021
300678,NextWave Technologies,Influencer,Women 25-34,15 days,Facebook,0.08,"$9,836.83 ",5.63,New York,French,577,3833,5,Fashionistas,2/8/2021
300679,BluePeak Media,Social Media,Women 35-44,30 days,Website,0.05,"$15,743.74 ",3.98,New York,French,509,3060,2,Tech Enthusiasts,2/9/2021
300680,NextWave Technologies,Influencer,All Ages,60 days,Email,0.05,"$12,158.53 ",4.25,Chicago,Mandarin,668,6966,8,Foodies,2/10/2021
300681,DataSphere,Display,Men 25-34,60 days,Email,0.13,"$19,309.29 ",6.36,New York,Mandarin,635,8703,4,Tech Enthusiasts,2/1/2021
300682,VisionCraft,Display,Men 18-24,30 days,Google Ads,0.07,"$15,161.02 ",6.58,Los Angeles,Mandarin,638,3431,9,Tech Enthusiasts,2/2/2021
300683,DataSphere,Search,Men 25-34,45 days,Email,0.06,"$15,966.58 ",6.52,Houston,Spanish,625,7672,9,Health & Wellness,2/3/2021
300684,InnovaHub,Search,Men 25-34,15 days,Instagram,0.05,"$18,417.22 ",4.38,Los Angeles,German,794,8813,8,Outdoor Adventurers,2/4/2021
300685,Apex Digital,Email,Women 25-34,15 days,Website,0.06,"$18,183.69 ",2.51,Miami,German,956,6707,8,Outdoor Adventurers,2/5/2021
300686,DataSphere,Influencer,Women 25-34,45 days,Website,0.12,"$5,010.23 ",4.14,Houston,English,462,2119,4,Foodies,2/6/2021
300687,DataSphere,Display,Men 25-34,30 days,Email,0.04,"$18,369.73 ",2.9,Los Angeles,French,924,2782,9,Health & Wellness,2/7/2021
300688,NextWave Technologies,Influencer,Women 25-34,15 days,Facebook,0.08,"$9,836.83 ",5.63,New York,French,577,3833,5,Fashionistas,2/8/2021
300689,BluePeak Media,Social Media,Women 35-44,30 days,Website,0.05,"$15,743.74 ",3.98,New York,French,509,3060,2,Tech Enthusiasts,2/9/2021
300690,NextWave Technologies,Influencer,All Ages,60 days,Email,0.05,"$12,158.53 ",4.25,Chicago,Mandarin,668,6966,8,Foodies,2/10/2021
300691,DataSphere,Display,Men 25-34,60 days,Email,0.13,"$19,309.29 ",6.36,New York,Mandarin,635,8703,4,Tech Enthusiasts,2/1/2021
300692,VisionCraft,Display,Men 18-24,30 days,Google Ads,0.07,"$15,161.02 ",6.58,Los Angeles,Mandarin,638,3431,9,Tech Enthusiasts,2/2/2021
300693,DataSphere,Search,Men 25-34,45 days,Email,0.06,"$15,966.58 ",6.52,Houston,Spanish,625,7672,9,Health & Wellness,2/3/2021
300694,InnovaHub,Search,Men 25-34,15 days,Instagram,0.05,"$18,417.22 ",4.38,Los Angeles,German,794,8813,8,Outdoor Adventurers,2/4/2021
300695,Apex Digital,Email,Women 25-34,15 days,Website,0.06,"$18,183.69 ",2.51,Miami,German,956,6707,8,Outdoor Adventurers,2/5/2021
300696,DataSphere,Influencer,Women 25-34,45 days,Website,0.12,"$5,010.23 ",4.14,Houston,English,462,2119,4,Foodies,2/6/2021
300697,DataSphere,Display,Men 25-34,30 days,Email,0.04,"$18,369.73 ",2.9,Los Angeles,French,924,2782,9,Health & Wellness,2/7/2021
300698,NextWave Technologies,Influencer,Women 25-34,15 days,Facebook,0.08,"$9,836.83 ",5.63,New York,French,577,3833,5,Fashionistas,2/8/2021
300699,BluePeak Media,Social Media,Women 35-44,30 days,Website,0.05,"$15,743.74 ",3.98,New York,French,509,3060,2,Tech Enthusiasts,2/9/2021
300700,NextWave Technologies,Influencer,All Ages,60 days,Email,0.05,"$12,158.53 ",4.25,Chicago,Mandarin,668,6966,8,Foodies,2/10/2021
300701,DataSphere,Display,Men 25-34,60 days,Email,0.13,"$19,309.29 ",6.36,New York,Mandarin,635,8703,4,Tech Enthusiasts,2/1/2021
300702,VisionCraft,Display,Men 18-24,30 days,Google Ads,0.07,"$15,161.02 ",6.58,Los Angeles,Mandarin,638,3431,9,Tech Enthusiasts,2/2/2021
300703,DataSphere,Search,Men 25-34,45 days,Email,0.06,"$15,966.58 ",6.52,Houston,Spanish,625,7672,9,Health & Wellness,2/3/2021
300704,InnovaHub,Search,Men 25-34,15 days,Instagram,0.05,"$18,417.22 ",4.38,Los Angeles,German,794,8813,8,Outdoor Adventurers,2/4/2021
300705,Apex Digital,Email,Women 25-34,15 days,Website,0.06,"$18,183.69 ",2.51,Miami,German,956,6707,8,Outdoor Adventurers,2/5/2021
300706,DataSphere,Influencer,Women 25-34,45 days,Website,0.12,"$5,010.23 ",4.14,Houston,English,462,2119,4,Foodies,2/6/2021
300707,DataSphere,Display,Men 25-34,30 days,Email,0.04,"$18,369.73 ",2.9,Los Angeles,French,924,2782,9,Health & Wellness,2/7/2021
300708,NextWave Technologies,Influencer,Women 25-34,15 days,Facebook,0.08,"$9,836.83 ",5.63,New York,French,577,3833,5,Fashionistas,2/8/2021
300709,BluePeak Media,Social Media,Women 35-44,30 days,Website,0.05,"$15,743.74 ",3.98,New York,French,509,3060,2,Tech Enthusiasts,2/9/2021
300710,NextWave Technologies,Influencer,All Ages,60 days,Email,0.05,"$12,158.53 ",4.25,Chicago,Mandarin,668,6966,8,Foodies,2/10/2021
300711,DataSphere,Display,Men 25-34,60 days,Email,0.13,"$19,309.29 ",6.36,New York,Mandarin,635,8703,4,Tech Enthusiasts,2/1/2021
300712,VisionCraft,Display,Men 18-24,30 days,Google Ads,0.07,"$15,161.02 ",6.58,Los Angeles,Mandarin,638,3431,9,Tech Enthusiasts,2/2/2021
300713,DataSphere,Search,Men 25-34,45 days,Email,0.06,"$15,966.58 ",6.52,Houston,Spanish,625,7672,9,Health & Wellness,2/3/2021
300714,InnovaHub,Search,Men 25-34,15 days,Instagram,0.05,"$18,417.22 ",4.38,Los Angeles,German,794,8813,8,Outdoor Adventurers,2/4/2021
300715,Apex Digital,Email,Women 25-34,15 days,Website,0.06,"$18,183.69 ",2.51,Miami,German,956,6707,8,Outdoor Adventurers,2/5/2021
